gain	1	82	-98.18
gain	82	1	-96.26
gain	1	83	-101.66
gain	83	1	-99.16
gain	1	84	-101.77
gain	84	1	-102.00
gain	1	85	-100.83
gain	85	1	-98.26
gain	1	86	-104.19
gain	86	1	-103.74
gain	1	87	-100.13
gain	87	1	-99.92
gain	1	88	-106.79
gain	88	1	-104.47
gain	1	89	-101.72
gain	89	1	-100.11
gain	1	90	-93.74
gain	90	1	-92.36
gain	1	91	-96.86
gain	91	1	-94.74
gain	1	92	-98.83
gain	92	1	-96.30
gain	1	93	-100.82
gain	93	1	-97.41
gain	1	94	-103.10
gain	94	1	-102.15
gain	1	95	-102.44
gain	95	1	-101.51
gain	1	96	-107.87
gain	96	1	-105.90
gain	1	97	-104.18
gain	97	1	-101.46
gain	1	98	-106.90
gain	98	1	-106.10
gain	1	99	-104.75
gain	99	1	-102.64
gain	2	3	-55.98
gain	3	2	-58.85
gain	2	4	-66.67
gain	4	2	-68.80
gain	2	5	-67.02
gain	5	2	-68.18
gain	2	6	-83.60
gain	6	2	-83.81
gain	2	7	-86.48
gain	7	2	-87.10
gain	2	8	-95.29
gain	8	2	-97.91
gain	2	9	-95.89
gain	9	2	-98.03
gain	2	10	-75.30
gain	10	2	-77.77
gain	2	11	-60.73
gain	11	2	-62.09
gain	2	12	-58.87
gain	12	2	-59.60
gain	2	13	-64.24
gain	13	2	-66.66
gain	2	14	-73.82
gain	14	2	-74.57
gain	2	15	-77.89
gain	15	2	-79.25
gain	2	16	-79.09
gain	16	2	-79.73
gain	2	17	-92.85
gain	17	2	-94.63
gain	2	18	-94.98
gain	18	2	-98.01
gain	2	19	-93.43
gain	19	2	-97.43
gain	2	20	-74.46
gain	20	2	-76.31
gain	2	21	-69.85
gain	21	2	-74.29
gain	2	22	-64.46
gain	22	2	-65.60
gain	2	23	-70.28
gain	23	2	-73.17
gain	2	24	-75.67
gain	24	2	-78.70
gain	2	25	-81.69
gain	25	2	-82.61
gain	2	26	-81.75
gain	26	2	-83.31
gain	2	27	-90.38
gain	27	2	-91.80
gain	2	28	-87.23
gain	28	2	-90.77
gain	2	29	-91.46
gain	29	2	-92.46
gain	2	30	-84.98
gain	30	2	-85.69
gain	2	31	-76.03
gain	31	2	-76.65
gain	2	32	-73.92
gain	32	2	-73.84
gain	2	33	-77.56
gain	33	2	-81.56
gain	2	34	-79.83
gain	34	2	-81.96
gain	2	35	-77.04
gain	35	2	-77.04
gain	2	36	-89.12
gain	36	2	-91.08
gain	2	37	-90.18
gain	37	2	-90.46
gain	2	38	-90.01
gain	38	2	-91.61
gain	2	39	-97.59
gain	39	2	-98.61
gain	2	40	-79.09
gain	40	2	-79.66
gain	2	41	-77.38
gain	41	2	-77.14
gain	2	42	-85.35
gain	42	2	-88.28
gain	2	43	-82.49
gain	43	2	-84.61
gain	2	44	-83.49
gain	44	2	-85.30
gain	2	45	-81.55
gain	45	2	-82.54
gain	2	46	-89.59
gain	46	2	-91.16
gain	2	47	-85.10
gain	47	2	-86.39
gain	2	48	-101.33
gain	48	2	-103.40
gain	2	49	-94.07
gain	49	2	-96.71
gain	2	50	-87.67
gain	50	2	-89.96
gain	2	51	-88.12
gain	51	2	-89.78
gain	2	52	-88.67
gain	52	2	-89.58
gain	2	53	-88.93
gain	53	2	-92.43
gain	2	54	-92.02
gain	54	2	-93.33
gain	2	55	-89.10
gain	55	2	-90.00
gain	2	56	-92.78
gain	56	2	-96.08
gain	2	57	-93.54
gain	57	2	-95.01
gain	2	58	-94.52
gain	58	2	-96.70
gain	2	59	-95.91
gain	59	2	-97.28
gain	2	60	-95.69
gain	60	2	-99.20
gain	2	61	-85.55
gain	61	2	-88.87
gain	2	62	-90.04
gain	62	2	-93.29
gain	2	63	-93.43
gain	63	2	-95.05
gain	2	64	-86.16
gain	64	2	-88.11
gain	2	65	-88.60
gain	65	2	-90.49
gain	2	66	-89.62
gain	66	2	-91.72
gain	2	67	-94.33
gain	67	2	-97.78
gain	2	68	-95.68
gain	68	2	-96.90
gain	2	69	-98.77
gain	69	2	-100.98
gain	2	70	-92.22
gain	70	2	-94.10
gain	2	71	-88.25
gain	71	2	-88.59
gain	2	72	-94.57
gain	72	2	-95.68
gain	2	73	-95.18
gain	73	2	-98.24
gain	2	74	-93.54
gain	74	2	-96.73
gain	2	75	-95.14
gain	75	2	-99.21
gain	2	76	-94.77
gain	76	2	-95.15
gain	2	77	-100.40
gain	77	2	-102.61
gain	2	78	-99.76
gain	78	2	-101.60
gain	2	79	-97.55
gain	79	2	-99.02
gain	2	80	-95.36
gain	80	2	-97.98
gain	2	81	-91.72
gain	81	2	-90.79
gain	2	82	-98.18
gain	82	2	-99.52
gain	2	83	-97.24
gain	83	2	-97.99
gain	2	84	-93.47
gain	84	2	-96.95
gain	2	85	-93.71
gain	85	2	-94.40
gain	2	86	-95.27
gain	86	2	-98.07
gain	2	87	-100.02
gain	87	2	-103.07
gain	2	88	-99.50
gain	88	2	-100.43
gain	2	89	-103.59
gain	89	2	-105.24
gain	2	90	-103.26
gain	90	2	-105.13
gain	2	91	-101.52
gain	91	2	-102.65
gain	2	92	-97.70
gain	92	2	-98.42
gain	2	93	-99.17
gain	93	2	-99.01
gain	2	94	-96.47
gain	94	2	-98.78
gain	2	95	-104.94
gain	95	2	-107.26
gain	2	96	-100.99
gain	96	2	-102.27
gain	2	97	-96.12
gain	97	2	-96.65
gain	2	98	-103.26
gain	98	2	-105.71
gain	2	99	-102.13
gain	99	2	-103.28
gain	3	4	-59.29
gain	4	3	-58.55
gain	3	5	-71.83
gain	5	3	-70.12
gain	3	6	-81.88
gain	6	3	-79.23
gain	3	7	-88.28
gain	7	3	-86.04
gain	3	8	-85.84
gain	8	3	-85.60
gain	3	9	-90.86
gain	9	3	-90.14
gain	3	10	-77.79
gain	10	3	-77.39
gain	3	11	-75.76
gain	11	3	-74.25
gain	3	12	-64.06
gain	12	3	-61.93
gain	3	13	-55.11
gain	13	3	-54.66
gain	3	14	-63.78
gain	14	3	-61.66
gain	3	15	-69.81
gain	15	3	-68.31
gain	3	16	-85.76
gain	16	3	-83.53
gain	3	17	-87.95
gain	17	3	-86.87
gain	3	18	-91.57
gain	18	3	-91.73
gain	3	19	-93.26
gain	19	3	-94.39
gain	3	20	-82.40
gain	20	3	-81.38
gain	3	21	-72.53
gain	21	3	-74.11
gain	3	22	-70.83
gain	22	3	-69.10
gain	3	23	-72.20
gain	23	3	-72.22
gain	3	24	-75.02
gain	24	3	-75.18
gain	3	25	-77.11
gain	25	3	-75.16
gain	3	26	-80.72
gain	26	3	-79.41
gain	3	27	-89.13
gain	27	3	-87.69
gain	3	28	-88.15
gain	28	3	-88.82
gain	3	29	-94.22
gain	29	3	-92.36
gain	3	30	-85.68
gain	30	3	-83.52
gain	3	31	-83.79
gain	31	3	-81.54
gain	3	32	-80.45
gain	32	3	-77.50
gain	3	33	-75.45
gain	33	3	-76.58
gain	3	34	-82.05
gain	34	3	-81.32
gain	3	35	-81.85
gain	35	3	-78.98
gain	3	36	-87.13
gain	36	3	-86.23
gain	3	37	-89.06
gain	37	3	-86.47
gain	3	38	-92.91
gain	38	3	-91.65
gain	3	39	-99.63
gain	39	3	-97.79
gain	3	40	-84.88
gain	40	3	-82.58
gain	3	41	-84.75
gain	41	3	-81.64
gain	3	42	-81.69
gain	42	3	-81.76
gain	3	43	-86.48
gain	43	3	-85.74
gain	3	44	-93.55
gain	44	3	-92.50
gain	3	45	-85.92
gain	45	3	-84.04
gain	3	46	-89.56
gain	46	3	-88.27
gain	3	47	-91.77
gain	47	3	-90.19
gain	3	48	-96.30
gain	48	3	-95.51
gain	3	49	-94.97
gain	49	3	-94.75
gain	3	50	-93.51
gain	50	3	-92.93
gain	3	51	-89.31
gain	51	3	-88.10
gain	3	52	-88.37
gain	52	3	-86.42
gain	3	53	-89.13
gain	53	3	-89.77
gain	3	54	-91.91
gain	54	3	-90.35
gain	3	55	-92.60
gain	55	3	-90.63
gain	3	56	-93.58
gain	56	3	-94.01
gain	3	57	-97.10
gain	57	3	-95.70
gain	3	58	-96.13
gain	58	3	-95.44
gain	3	59	-95.46
gain	59	3	-93.97
gain	3	60	-94.35
gain	60	3	-95.00
gain	3	61	-93.17
gain	61	3	-93.62
gain	3	62	-96.07
gain	62	3	-96.46
gain	3	63	-97.29
gain	63	3	-96.04
gain	3	64	-91.76
gain	64	3	-90.85
gain	3	65	-93.51
gain	65	3	-92.54
gain	3	66	-89.90
gain	66	3	-89.14
gain	3	67	-92.60
gain	67	3	-93.18
gain	3	68	-101.15
gain	68	3	-99.51
gain	3	69	-101.69
gain	69	3	-101.04
gain	3	70	-100.80
gain	70	3	-99.81
gain	3	71	-97.08
gain	71	3	-94.55
gain	3	72	-96.67
gain	72	3	-94.92
gain	3	73	-97.80
gain	73	3	-98.00
gain	3	74	-95.75
gain	74	3	-96.09
gain	3	75	-101.45
gain	75	3	-102.65
gain	3	76	-102.00
gain	76	3	-99.52
gain	3	77	-97.47
gain	77	3	-96.81
gain	3	78	-100.64
gain	78	3	-99.62
gain	3	79	-105.03
gain	79	3	-103.62
gain	3	80	-99.69
gain	80	3	-99.44
gain	3	81	-103.51
gain	81	3	-99.72
gain	3	82	-96.03
gain	82	3	-94.50
gain	3	83	-102.33
gain	83	3	-100.22
gain	3	84	-103.52
gain	84	3	-104.13
gain	3	85	-98.51
gain	85	3	-96.34
gain	3	86	-99.99
gain	86	3	-99.93
gain	3	87	-102.36
gain	87	3	-102.55
gain	3	88	-94.45
gain	88	3	-92.52
gain	3	89	-101.44
gain	89	3	-100.21
gain	3	90	-102.22
gain	90	3	-101.23
gain	3	91	-103.68
gain	91	3	-101.95
gain	3	92	-96.92
gain	92	3	-94.78
gain	3	93	-98.45
gain	93	3	-95.43
gain	3	94	-103.79
gain	94	3	-103.24
gain	3	95	-101.61
gain	95	3	-101.07
gain	3	96	-105.56
gain	96	3	-103.98
gain	3	97	-104.23
gain	97	3	-101.89
gain	3	98	-103.62
gain	98	3	-103.21
gain	3	99	-102.24
gain	99	3	-100.51
gain	4	5	-59.13
gain	5	4	-58.17
gain	4	6	-75.64
gain	6	4	-73.73
gain	4	7	-74.88
gain	7	4	-73.38
gain	4	8	-80.35
gain	8	4	-80.85
gain	4	9	-90.10
gain	9	4	-90.11
gain	4	10	-88.22
gain	10	4	-88.57
gain	4	11	-80.72
gain	11	4	-79.96
gain	4	12	-72.15
gain	12	4	-70.76
gain	4	13	-60.49
gain	13	4	-60.78
gain	4	14	-59.21
gain	14	4	-57.83
gain	4	15	-54.86
gain	15	4	-54.10
gain	4	16	-75.09
gain	16	4	-73.61
gain	4	17	-79.59
gain	17	4	-79.26
gain	4	18	-83.87
gain	18	4	-84.77
gain	4	19	-88.75
gain	19	4	-90.63
gain	4	20	-86.96
gain	20	4	-86.68
gain	4	21	-80.94
gain	21	4	-83.25
gain	4	22	-83.25
gain	22	4	-82.26
gain	4	23	-73.28
gain	23	4	-74.04
gain	4	24	-68.21
gain	24	4	-69.11
gain	4	25	-70.85
gain	25	4	-69.64
gain	4	26	-77.81
gain	26	4	-77.25
gain	4	27	-87.13
gain	27	4	-86.43
gain	4	28	-87.02
gain	28	4	-88.44
gain	4	29	-82.45
gain	29	4	-81.33
gain	4	30	-85.78
gain	30	4	-84.36
gain	4	31	-85.58
gain	31	4	-84.07
gain	4	32	-79.91
gain	32	4	-77.70
gain	4	33	-85.23
gain	33	4	-87.11
gain	4	34	-80.58
gain	34	4	-80.58
gain	4	35	-72.88
gain	35	4	-70.75
gain	4	36	-80.64
gain	36	4	-80.48
gain	4	37	-84.75
gain	37	4	-82.91
gain	4	38	-87.24
gain	38	4	-86.72
gain	4	39	-89.93
gain	39	4	-88.83
gain	4	40	-93.58
gain	40	4	-92.03
gain	4	41	-88.04
gain	41	4	-85.67
gain	4	42	-79.20
gain	42	4	-80.01
gain	4	43	-79.54
gain	43	4	-79.54
gain	4	44	-82.53
gain	44	4	-82.22
gain	4	45	-86.53
gain	45	4	-85.40
gain	4	46	-82.99
gain	46	4	-82.43
gain	4	47	-85.45
gain	47	4	-84.61
gain	4	48	-89.39
gain	48	4	-89.34
gain	4	49	-92.90
gain	49	4	-93.42
gain	4	50	-89.56
gain	50	4	-89.72
gain	4	51	-95.29
gain	51	4	-94.83
gain	4	52	-91.03
gain	52	4	-89.83
gain	4	53	-84.65
gain	53	4	-86.03
gain	4	54	-87.36
gain	54	4	-86.55
gain	4	55	-89.23
gain	55	4	-88.00
gain	4	56	-87.66
gain	56	4	-88.84
gain	4	57	-86.03
gain	57	4	-85.37
gain	4	58	-95.07
gain	58	4	-95.12
gain	4	59	-96.17
gain	59	4	-95.41
gain	4	60	-95.65
gain	60	4	-97.04
gain	4	61	-92.66
gain	61	4	-93.85
gain	4	62	-95.45
gain	62	4	-96.58
gain	4	63	-96.84
gain	63	4	-96.33
gain	4	64	-96.10
gain	64	4	-95.92
gain	4	65	-92.21
gain	65	4	-91.98
gain	4	66	-89.50
gain	66	4	-89.47
gain	4	67	-98.55
gain	67	4	-99.87
gain	4	68	-100.55
gain	68	4	-99.65
gain	4	69	-89.05
gain	69	4	-89.14
gain	4	70	-103.34
gain	70	4	-103.09
gain	4	71	-102.01
gain	71	4	-100.23
gain	4	72	-99.97
gain	72	4	-98.96
gain	4	73	-92.61
gain	73	4	-93.54
gain	4	74	-91.53
gain	74	4	-92.61
gain	4	75	-95.47
gain	75	4	-97.42
gain	4	76	-98.31
gain	76	4	-96.57
gain	4	77	-99.04
gain	77	4	-99.13
gain	4	78	-97.97
gain	78	4	-97.69
gain	4	79	-98.76
gain	79	4	-98.10
gain	4	80	-97.14
gain	80	4	-97.63
gain	4	81	-100.56
gain	81	4	-97.51
gain	4	82	-100.84
gain	82	4	-100.05
gain	4	83	-95.39
gain	83	4	-94.02
gain	4	84	-92.24
gain	84	4	-93.60
gain	4	85	-103.81
gain	85	4	-102.38
gain	4	86	-104.19
gain	86	4	-104.87
gain	4	87	-104.05
gain	87	4	-104.97
gain	4	88	-94.19
gain	88	4	-93.00
gain	4	89	-102.13
gain	89	4	-101.65
gain	4	90	-101.90
gain	90	4	-101.65
gain	4	91	-104.24
gain	91	4	-103.26
gain	4	92	-97.98
gain	92	4	-96.58
gain	4	93	-96.93
gain	93	4	-94.64
gain	4	94	-97.96
gain	94	4	-98.14
gain	4	95	-102.62
gain	95	4	-102.82
gain	4	96	-103.18
gain	96	4	-102.34
gain	4	97	-99.30
gain	97	4	-97.70
gain	4	98	-103.02
gain	98	4	-103.34
gain	4	99	-106.16
gain	99	4	-105.18
gain	5	6	-53.40
gain	6	5	-52.45
gain	5	7	-66.70
gain	7	5	-66.17
gain	5	8	-81.78
gain	8	5	-83.25
gain	5	9	-81.95
gain	9	5	-82.94
gain	5	10	-92.46
gain	10	5	-93.77
gain	5	11	-81.18
gain	11	5	-81.38
gain	5	12	-75.38
gain	12	5	-74.96
gain	5	13	-68.28
